Scale,N,Approximation,Error
2,37100,0.973396,3.05755
2,37600,0.94742,0.307356
2,38100,1.01087,7.02464
2,38600,0.926684,1.88808
2,39100,0.914834,3.14271
2,39600,0.914419,3.1866
2,40100,0.967781,2.46299
2,40600,0.959483,1.58447
2,41100,0.945426,0.0961978
2,41600,0.981178,3.88142
2,42100,0.968361,2.52445
2,42600,1.00531,6.43588
2,43100,0.926566,1.90055
2,43600,0.945161,0.0681157
2,44100,0.893333,5.41905
2,44600,0.952534,0.848735
2,45100,1.00716,6.63245
2,45600,0.920899,2.50054
2,46100,0.950239,0.605751
2,46600,0.914807,3.14556
2,47100,0.951911,0.782796
2,47600,0.941912,0.275847
2,48100,0.889335,5.8424
2,48600,0.91144,3.50199
2,49100,0.938086,0.680945
2,49600,0.922702,2.30971
2,50100,0.935988,0.903018
2,50600,0.910277,3.62519
2,51100,0.948356,0.406449
2,51600,0.942965,0.164324
2,52100,0.993167,5.15076
2,52600,0.939943,0.484292
2,53100,0.931092,1.42135
2,53600,0.961716,1.82095
2,54100,0.911165,3.53119
2,54600,0.966538,2.33148
2,55100,0.98,3.75671
2,55600,0.942986,0.162154
2,56100,0.951176,0.705046
2,56600,0.945371,0.0903995
2,57100,0.935377,0.967759
2,57600,0.978299,3.57658
2,58100,0.919277,2.67227
2,58600,0.917287,2.88301
2,59100,0.929425,1.5979
2,59600,0.962735,1.92879
2,60100,0.95228,0.821832
2,60600,0.956551,1.27409
2,61100,0.959951,1.63403
2,61600,0.913182,3.31761
2,62100,0.999726,5.84522
2,62600,0.952604,0.856167
2,63100,0.948938,0.468071
2,63600,0.912972,3.33985
2,64100,1.00217,6.10379
2,64600,0.943591,0.0980241
2,65100,1.0071,6.62556
2,65600,0.93593,0.909174
2,66100,0.968139,2.50096
2,66600,0.98515,4.30198
2,67100,0.981461,3.91134
2,67600,0.927811,1.76879
2,68100,0.957695,1.39514
2,68600,0.93,1.537
2,69100,0.954472,1.05393
2,69600,0.932126,1.31186
2,70100,0.931769,1.34971
2,70600,0.936275,0.872657
2,71100,0.944163,0.0374832
2,71600,0.998478,5.71302
2,72100,0.907282,3.94229
2,72600,0.92938,1.60262
2,73100,0.955869,1.20183
2,73600,0.925408,2.02321
2,74100,0.953549,0.956263
2,74600,0.925483,2.01527
2,75100,0.929108,1.63145
2,75600,0.939167,0.566482
2,76100,0.992234,5.05197
2,76600,0.953773,0.979936
2,77100,0.96856,2.54555
2,77600,0.938956,0.588766
2,78100,0.910359,3.61652
2,78600,0.971272,2.83267
2,79100,0.939115,0.571947
2,79600,0.932601,1.26167
2,80100,0.964095,2.07277
2,80600,0.972705,2.98433
2,81100,0.978187,3.56481
2,81600,0.916348,2.98239
2,82100,0.926285,1.93032
2,82600,0.929576,1.58186
2,83100,0.992972,5.13015
2,83600,0.923146,2.26266
2,84100,0.950285,0.610702
2,84600,0.907021,3.96985
2,85100,0.91839,2.76618
2,85600,0.95653,1.27189
2,86100,0.953252,0.924795
2,86600,0.960196,1.66001
2,87100,0.981688,3.9354
2,87600,0.930217,1.51403
2,88100,0.946629,0.223569
2,88600,0.951242,0.711935
2,89100,0.949203,0.496122
2,89600,1.00516,6.42011
2,90100,0.964229,2.08693
2,90600,0.953499,0.950931
2,91100,0.941811,0.286494
2,91600,0.910459,3.60593
2,92100,0.936374,0.862205
2,92600,0.953013,0.899483
2,93100,0.940526,0.42253
2,93600,0.96953,2.6482
2,94100,0.937301,0.764035
2,94600,0.934419,1.06918
2,95100,0.967634,2.44748
2,95600,0.942071,0.258974
2,96100,0.924932,2.07353
2,96600,0.93587,0.91556
2,97100,0.948208,0.390765
2,97600,0.942346,0.22984
2,98100,0.937044,0.791235
2,98600,0.991927,5.01947
2,99100,0.984945,4.28021
2,99600,0.933263,1.19152
2.5,100,0.64,32.2405
2.5,600,1.38667,46.8122
2.5,1100,0.756364,19.9206
2.5,1600,1.24,31.284
2.5,2100,1.03619,9.70584
2.5,2600,0.984615,4.24536
2.5,3100,0.825806,12.5684
2.5,3600,0.924444,2.12519
2.5,4100,0.889756,5.79779
2.5,4600,0.834783,11.6181
2.5,5100,0.878431,6.99678
2.5,5600,0.96,1.63923
2.5,6100,0.902295,4.47023
2.5,6600,1.04727,10.8792
2.5,7100,0.88338,6.47282
2.5,7600,0.783158,17.0838
2.5,8100,0.869136,7.98094
2.5,8600,0.907907,3.87608
2.5,9100,0.942418,0.222294
2.5,9600,0.993333,5.16837
2.5,10100,1.09624,16.0633
2.5,10600,0.845283,10.5063
2.5,11100,0.893694,5.3809
2.5,11600,1.01517,7.48057
2.5,12100,0.862149,8.72069
2.5,12600,0.985397,4.3281
2.5,13100,0.918473,2.75738
2.5,13600,1.07765,14.095
2.5,14100,0.971348,2.84064
2.5,14600,0.977534,3.49565
2.5,15100,0.894305,5.31621
2.5,15600,0.931282,1.40126
2.5,16100,1.02559,8.58353
2.5,16600,0.91759,2.85086
2.5,17100,0.939415,0.540168
2.5,17600,0.989091,4.71921
2.5,18100,0.965304,2.20077
2.5,18600,0.922151,2.36805
2.5,19100,0.941571,0.311959
2.5,19600,0.85551,9.42354
2.5,20100,0.929751,1.56333
2.5,20600,0.857476,9.21544
2.5,21100,0.928152,1.73269
2.5,21600,0.900741,4.6348
2.5,22100,0.900633,4.64615
2.5,22600,0.923186,2.25844
2.5,23100,0.966926,2.37256
2.5,23600,1.04407,10.5398
2.5,24100,1.07817,14.1508
2.5,24600,0.907967,3.86967
2.5,25100,0.996972,5.55362
2.5,25600,0.9425,0.213568
2.5,26100,0.956322,1.24981
2.5,26600,1.02256,8.26234
2.5,27100,0.932841,1.23617
2.5,27600,0.888116,5.97144
2.5,28100,0.897367,4.99204
2.5,28600,0.957762,1.40231
2.5,29100,0.954502,1.0571
2.5,29600,0.925405,2.02344
2.5,30100,0.937674,0.724473
2.5,30600,0.964183,2.0821
2.5,31100,0.936334,0.866345
2.5,31600,0.911392,3.50706
2.5,32100,0.927103,1.84373
2.5,32600,0.879509,6.88267
2.5,33100,0.9629,1.9463
2.5,33600,0.912381,3.4024
2.5,34100,0.938416,0.645913
2.5,34600,0.908208,3.8442
2.5,35100,0.979145,3.66622
2.5,35600,0.990562,4.87494
2.5,36100,0.902382,4.461
2.5,36600,0.928525,1.6932
2.5,37100,0.881509,6.6709
2.5,37600,0.982128,3.98198
2.5,38100,0.945722,0.127536
2.5,38600,1.00642,6.55443
2.5,39100,0.910077,3.64636
2.5,39600,0.934141,1.09853
2.5,40100,0.91611,3.00762
2.5,40600,0.964729,2.13992
2.5,41100,0.889148,5.86212
2.5,41600,0.986154,4.40825
2.5,42100,0.979002,3.65109
2.5,42600,0.999061,5.77479
2.5,43100,0.996381,5.49099
2.5,43600,0.945321,0.0851139
2.5,44100,0.940408,0.435039
2.5,44600,0.970045,2.70272
2.5,45100,0.980576,3.81775
2.5,45600,0.888421,5.93913
2.5,46100,0.919046,2.69679
2.5,46600,0.976481,3.38411
2.5,47100,0.93758,0.734509
2.5,47600,0.98958,4.77097
2.5,48100,0.965988,2.27316
2.5,48600,0.965267,2.19692
2.5,49100,0.980204,3.77828
2.5,49600,0.945806,0.1365
2.5,50100,0.917206,2.89159
2.5,50600,0.947352,0.30011
2.5,51100,0.9218,2.40512
2.5,51600,0.875659,7.29031
2.5,52100,0.926219,1.93733
2.5,52600,0.882129,6.60527
2.5,53100,0.943729,0.0834683
2.5,53600,0.928955,1.64761
2.5,54100,0.957043,1.32611
2.5,54600,0.981099,3.87306
2.5,55100,0.95245,0.83989
2.5,55600,0.913957,3.23555
2.5,56100,0.935472,0.957613
2.5,56600,0.9747,3.19554
2.5,57100,0.902277,4.47218
2.5,57600,0.887778,6.00724
2.5,58100,0.934114,1.10147
2.5,58600,0.885734,6.22365
2.5,59100,0.939966,0.481836
2.5,59600,0.978255,3.57197
2.5,60100,0.947754,0.342668
2.5,60600,0.928317,1.7152
2.5,61100,0.927005,1.8541
2.5,61600,1.00987,6.91919
2.5,62100,1.00174,6.05833
2.5,62600,0.937508,0.742093
2.5,63100,0.904723,4.21321
2.5,63600,0.931824,1.34389
2.5,64100,0.955507,1.16354
2.5,64600,0.978824,3.63216
2.5,65100,1.02243,8.24864
2.5,65600,0.938537,0.633191
2.5,66100,0.914977,3.12751
2.5,66600,0.987868,4.58972
2.5,67100,0.970015,2.69955
2.5,67600,0.972308,2.9423
2.5,68100,0.905962,4.08202
2.5,68600,0.945073,0.0588343
2.5,69100,1.00585,6.4932
2.5,69600,0.973793,3.09956
2.5,70100,0.932154,1.30894
2.5,70600,0.920113,2.58374
2.5,71100,0.931646,1.36277
2.5,71600,0.956425,1.26069
2.5,72100,0.975534,3.28388
2.5,72600,0.945895,0.145909
2.5,73100,0.957811,1.40749
2.5,73600,0.906087,4.06877
2.5,74100,0.979433,3.6967
2.5,74600,0.909383,3.71976
2.5,75100,0.939973,0.481073
2.5,75600,0.936296,0.87038
2.5,76100,0.96883,2.57415
2.5,76600,0.918225,2.78371
2.5,77100,0.949624,0.540666
2.5,77600,1.01773,7.75156
2.5,78100,0.907964,3.87002
2.5,78600,0.975471,3.27718
2.5,79100,0.927231,1.83012
2.5,79600,0.962412,1.89461
2.5,80100,0.949213,0.497217
2.5,80600,0.998114,5.67453
2.5,81100,0.973021,3.01781
2.5,81600,0.958431,1.47315
2.5,82100,0.939342,0.547891
2.5,82600,1.01269,7.21749
2.5,83100,0.941901,0.276952
2.5,83600,0.901818,4.52072
2.5,84100,0.91396,3.23526
2.5,84600,0.932009,1.32425
2.5,85100,0.96564,2.23641
2.5,85600,0.989907,4.80556
2.5,86100,0.939559,0.524981
2.5,86600,0.948915,0.465567
2.5,87100,0.953754,0.977973
2.5,87600,0.964384,2.10334
2.5,88100,0.987968,4.60034
2.5,88600,0.955666,1.18036
2.5,89100,0.97688,3.42638
2.5,89600,0.933571,1.15887
2.5,90100,0.9497,0.548762
2.5,90600,0.96,1.63923
2.5,91100,0.887289,6.05902
2.5,91600,0.950218,0.603605
2.5,92100,0.954788,1.08744
2.5,92600,0.957235,1.34653
2.5,93100,0.957594,1.3845
2.5,93600,0.963419,2.00119
2.5,94100,0.971902,2.89937
2.5,94600,0.901142,4.59235
2.5,95100,0.97245,2.95737
2.5,95600,0.951967,0.788693
2.5,96100,0.887076,6.08154
2.5,96600,0.958012,1.4288
2.5,97100,0.971535,2.86044
2.5,97600,0.946885,0.250716
2.5,98100,0.979898,3.74592
2.5,98600,0.930791,1.45324
2.5,99100,0.986155,4.40841
2.5,99600,0.925944,1.96644
3,100,0,100
3,600,1.35,42.9302
3,1100,1.03091,9.14667
3,1600,0.658125,30.3215
3,2100,1.00286,6.1767
3,2600,0.747692,20.8387
3,3100,0.940645,0.409948
3,3600,0.99,4.81546
3,4100,1.1261,19.2247
3,4600,0.933261,1.19175
3,5100,0.968824,2.57341
3,5600,0.983571,4.13484
3,6100,0.876393,7.21255
3,6600,0.969545,2.64985
3,7100,0.924085,2.16329
3,7600,0.937895,0.701146
3,8100,1.11,17.5204
3,8600,1.04547,10.6878
3,9100,0.925714,1.99074
3,9600,0.767813,18.7085
3,10100,0.938317,0.656458
3,10600,0.924623,2.10632
3,11100,1.05081,11.2538
3,11600,0.991552,4.97974
3,12100,0.890331,5.73696
3,12600,0.906429,4.0326
3,13100,1.01405,7.36129
3,13600,0.976765,3.41418
3,14100,1.00532,6.43736
3,14600,0.97089,2.79224
3,15100,0.842185,10.8343
3,15600,0.976154,3.34951
3,16100,0.860311,8.91531
3,16600,0.941747,0.293292
3,17100,0.843158,10.7313
3,17600,0.874432,7.42023
3,18100,0.989006,4.71017
3,18600,0.857903,9.17018
3,19100,0.882094,6.60898
3,19600,0.867857,8.11632
3,20100,0.934925,1.01553
3,20600,0.955485,1.16125
3,21100,0.840711,10.9904
3,21600,0.94125,0.345911
3,22100,1.02258,8.26475
3,22600,0.967699,2.45437
3,23100,0.915195,3.10448
3,23600,0.98161,3.92719
3,24100,1.03183,9.24372
3,24600,0.905488,4.1322
3,25100,0.993944,5.23305
3,25600,0.942891,0.172211
3,26100,0.887586,6.02752
3,26600,0.870902,7.79392
3,27100,0.884723,6.33064
3,27600,1.04478,10.6155
3,28100,0.991601,4.98501
3,28600,0.960105,1.65034
3,29100,0.926907,1.86444
3,29600,0.872939,7.57826
3,30100,0.984917,4.27729
3,30600,0.857647,9.19731
3,31100,1.02878,8.92106
3,31600,0.958671,1.49851
3,32100,0.900841,4.62417
3,32600,1.00629,6.53997
3,33100,0.976405,3.37608
3,33600,1.01491,7.45286
3,34100,0.981026,3.86538
3,34600,0.905983,4.07981
3,35100,0.932308,1.29267
3,35600,0.926039,1.95633
3,36100,0.951357,0.724196
3,36600,1.0291,8.95496
3,37100,0.886415,6.15151
3,37600,0.971569,2.8641
3,38100,0.924803,2.08721
3,38600,0.965285,2.19877
3,39100,0.855575,9.41664
3,39600,0.985909,4.38233
3,40100,0.989776,4.79169
3,40600,0.927709,1.77952
3,41100,0.90854,3.80904
3,41600,0.975505,3.28079
3,42100,0.936983,0.797636
3,42600,0.912676,3.37115
3,43100,0.9829,4.06377
3,43600,0.964197,2.08361
3,44100,0.848571,10.1582
3,44600,0.973453,3.06355
3,45100,0.942905,0.170725
3,45600,1.00895,6.82149
3,46100,0.882039,6.61482
3,46600,0.893433,5.40845
3,47100,0.938981,0.586151
3,47600,1.01761,7.73812
3,48100,0.907672,3.90101
3,48600,0.926667,1.88991
3,49100,0.97167,2.87479
3,49600,0.986371,4.43124
3,50100,1.03635,9.72244
3,50600,0.934862,1.02227
3,51100,0.960587,1.70139
3,51600,0.999942,5.86804
3,52100,0.967025,2.38299
3,52600,0.911635,3.48138
3,53100,0.985424,4.33095
3,53600,0.959608,1.59775
3,54100,0.929778,1.56048
3,54600,0.953901,0.993514
3,55100,0.986407,4.435
3,55600,0.954227,1.02798
3,56100,0.931283,1.40111
3,56600,0.867244,8.18126
3,57100,0.951856,0.777033
3,57600,0.93375,1.13997
3,58100,0.943838,0.071886
3,58600,0.956519,1.27066
3,59100,0.930609,1.4725
3,59600,0.958138,1.44205
3,60100,0.936689,0.828819
3,60600,0.943663,0.0903975
3,61100,0.941244,0.34656
3,61600,0.974367,3.16031
3,62100,0.905217,4.16083
3,62600,0.949744,0.553428
3,63100,0.955055,1.11573
3,63600,0.965377,2.20855
3,64100,0.936365,0.8631
3,64600,0.946672,0.228121
3,65100,1.00535,6.44016
3,65600,0.921128,2.47631
3,66100,0.968079,2.49455
3,66600,0.893919,5.35705
3,67100,0.922265,2.3559
3,67600,0.943003,0.160318
3,68100,0.957489,1.37338
3,68600,0.990656,4.88491
3,69100,1.00459,6.3599
3,69600,0.917069,2.90606
3,70100,0.991412,4.96498
3,70600,0.974065,3.12837
3,71100,0.967215,2.40313
3,71600,0.892584,5.49841
3,72100,0.899875,4.72644
3,72600,0.992975,5.13045
3,73100,0.93078,1.45444
3,73600,0.955272,1.13863
3,74100,0.956478,1.26631
3,74600,0.922922,2.28635
3,75100,0.893049,5.44912
3,75600,0.942857,0.175756
3,76100,0.919632,2.63469
3,76600,0.970731,2.77537
3,77100,0.924514,2.11786
3,77600,0.964485,2.11403
3,78100,0.931344,1.39465
3,78600,0.945,0.0511176
3,79100,0.910354,3.617
3,79600,0.934146,1.09807
3,80100,0.971798,2.88831
3,80600,0.975819,3.31404
3,81100,0.913872,3.24456
3,81600,0.916213,2.99666
3,82100,0.892875,5.46762
3,82600,0.916889,2.92515
3,83100,0.993249,5.15945
3,83600,0.878792,6.95862
3,84100,0.951581,0.747923
3,84600,0.94117,0.354358
3,85100,0.968954,2.58725
3,85600,0.960456,1.68747
3,86100,0.94547,0.100919
3,86600,0.971813,2.88992
3,87100,0.993203,5.15459
3,87600,0.962568,1.91117
3,88100,0.924926,2.07418
3,88600,0.940734,0.40058
3,89100,0.899091,4.80947
3,89600,0.973627,3.082
3,90100,0.95384,0.987064
3,90600,0.960199,1.66027
3,91100,0.9327,1.2511
3,91600,0.937336,0.760276
3,92100,0.919055,2.69575
3,92600,0.949957,0.575915
3,93100,0.927454,1.80651
3,93600,0.901731,4.52998
3,94100,0.955473,1.15993
3,94600,0.935867,0.915852
3,95100,0.928391,1.70733
3,95600,0.935397,0.965541
3,96100,0.99206,5.03359
3,96600,0.95087,0.672553
3,97100,0.942636,0.199121
3,97600,0.952746,0.871209
3,98100,0.966881,2.36772
3,98600,0.934047,1.10856
3,99100,0.933421,1.17482
3,99600,0.929548,1.58483
