Scale,N,Approximation,Error
20,68600,0.916414,2.9754
20,69100,0.829508,12.1765
20,69600,0.717284,24.0581
20,70100,1.05506,11.7041
20,70600,0.785694,16.8153
20,71100,0.884191,6.38696
20,71600,0.903841,4.30658
20,72100,0.871928,7.68533
20,72600,0.789518,16.4104
20,73100,1.03706,9.79777
20,73600,0.678302,28.1854
20,74100,0.948205,0.390458
20,74600,1.01621,7.59004
20,75100,1.00944,6.87373
20,75600,0.953849,0.98802
20,76100,0.971879,2.89692
20,76600,0.796567,15.6642
20,77100,0.91131,3.51579
20,77600,0.71482,24.319
20,78100,0.828617,12.2708
20,78600,0.988015,4.60532
20,79100,1.07527,13.8435
20,79600,0.998832,5.7505
20,80100,0.831011,12.0174
20,80600,0.825856,12.5631
20,81100,1.07155,13.4499
20,81600,0.929032,1.6395
20,82100,0.900853,4.62295
20,82600,0.962554,1.90968
20,83100,0.912262,3.41496
20,83600,0.774103,18.0425
20,84100,0.769501,18.5297
20,84600,0.874232,7.44142
20,85100,1.1081,17.3188
20,85600,0.972021,2.91195
20,86100,1.2885,36.4191
20,86600,0.875393,7.31851
20,87100,0.785454,16.8407
20,87600,0.949829,0.562359
20,88100,0.755551,20.0067
20,88600,0.876501,7.20115
20,89100,0.643311,31.89
20,89600,0.742902,21.3459
20,90100,1.06713,12.981
20,90600,0.795927,15.7319
20,91100,0.811855,14.0455
20,91600,0.888166,5.96614
20,92100,0.943572,0.100049
20,92600,0.938477,0.639466
20,93100,0.913577,3.27579
20,93600,1.04698,10.8478
20,94100,0.903868,4.30368
20,94600,0.840455,11.0175
20,95100,0.836036,11.4854
20,95600,1.1798,24.9105
20,96100,0.942778,0.184097
20,96600,1.09102,15.5114
20,97100,0.952111,0.804013
20,97600,0.85251,9.74116
20,98100,0.678532,28.161
20,98600,0.693844,26.5398
20,99100,0.970212,2.72041
20,99600,0.853956,9.58811
25,100,0,100
25,600,0,100
25,1100,0,100
25,1600,0,100
25,2100,1.33762,41.6193
25,2600,1.08038,14.3849
25,3100,0.906129,4.06431
25,3600,0,100
25,4100,0.685122,27.4633
25,4600,1.2213,29.3046
25,5100,1.10157,16.6277
25,5600,1.00321,6.21451
25,6100,0.920984,2.4916
25,6600,1.70242,80.2428
25,7100,0.395634,58.1126
25,7600,0.739211,21.7367
25,8100,0.69358,26.5677
25,8600,0.653256,30.8371
25,9100,0.308681,67.3186
25,9600,0.292604,69.0208
25,10100,1.66871,76.6736
25,10600,1.06,12.2267
25,11100,2.0245,114.343
25,11600,1.45293,53.8279
25,12100,1.39289,47.4714
25,12600,1.11468,18.0161
25,13100,0.85771,9.19065
25,13600,0.619632,34.3969
25,14100,0.996099,5.46121
25,14600,0.769589,18.5204
25,15100,1.67424,77.2586
25,15600,0.900321,4.67929
25,16100,0.697888,26.1116
25,16600,1.35373,43.3256
25,17100,0.657076,30.4326
25,17600,1.27682,35.1821
25,18100,0.620773,34.2761
25,18600,0.604086,36.0429
25,19100,0.882408,6.57572
25,19600,1.14653,21.388
25,20100,0.698756,26.0197
25,20600,0.818155,13.3785
25,21100,0.66564,29.5259
25,21600,0.780278,17.3887
25,22100,0.762624,19.2577
25,22600,0.870044,7.88476
25,23100,0.364805,61.3765
25,23600,0.595127,36.9914
25,24100,1.049,11.0625
25,24600,0.570935,39.5527
25,25100,1.23104,30.3349
25,25600,0.877812,7.06231
25,26100,1.07625,13.9466
25,26600,0.950414,0.624271
25,27100,1.45114,53.6387
25,27600,1.11953,18.5292
25,28100,1.19957,27.0038
25,28600,1.08038,14.3849
25,29100,1.15835,22.6394
25,29600,0.759189,19.6215
25,30100,0.8399,11.0762
25,30600,0.458987,51.4051
25,31100,0.903215,4.37279
25,31600,1.24449,31.7598
25,32100,1.1376,20.4426
25,32600,0.775491,17.8955
25,33100,0.84864,10.1509
25,33600,1.17042,23.9169
25,34100,0.741378,21.5072
25,34600,1.13659,20.3355
25,35100,0.720256,23.7434
25,35600,1.02576,8.60135
25,36100,1.47842,56.5266
25,36600,1.22798,30.0112
25,37100,1.28714,36.2752
25,37600,0.747074,20.9041
25,38100,0.958451,1.47528
25,38600,0.800492,15.2485
25,39100,1.2213,29.3046
25,39600,1.20588,27.672
25,40100,0.700499,25.8353
25,40600,0.830246,12.0983
25,41100,0.888491,5.93168
25,41600,0.877812,7.06231
25,42100,1.201,27.1547
25,42600,1.38472,46.6059
25,43100,1.17313,24.2044
25,43600,0.38656,59.0733
25,44100,0.764354,19.0747
25,44600,0.566839,39.9864
25,45100,0.871973,7.68052
25,45600,1.04721,10.873
25,46100,0.731193,22.5855
25,46600,0.843906,10.6522
25,47100,1.25242,32.599
25,47600,0.944202,0.0334039
25,48100,0.934387,1.07256
25,48600,0.924774,2.09033
25,49100,0.743727,21.2585
25,49600,0.906129,4.06431
25,50100,0.953154,0.914383
25,50600,0.499625,47.1027
25,51100,1.04444,10.5795
25,51600,1.30651,38.3259
25,52100,0.97048,2.74878
25,52600,0.640837,32.1519
25,53100,0.687702,27.1901
25,53600,1.04813,10.9704
25,54100,0.88268,6.54694
25,54600,0.82315,12.8496
25,55100,0.968621,2.55194
25,55600,0.757824,19.766
25,56100,0.951355,0.723919
25,56600,0.99258,5.08856
25,57100,0.885499,6.24849
25,57600,0.780278,17.3887
25,58100,0.676867,28.3372
25,58600,1.19838,26.8774
25,59100,1.33083,40.9005
25,59600,1.03688,9.77875
25,60100,0.794559,15.8767
25,60600,1.15883,22.69
25,61100,1.0574,11.9511
25,61600,1.14002,20.6983
25,62100,0.995137,5.35932
25,62600,1.52565,61.5275
25,63100,1.46905,55.5344
25,63600,0.795,15.83
25,64100,1.1832,25.2702
25,64600,0.826176,12.5292
25,65100,0.906129,4.06431
25,65600,1.0705,13.3387
25,66100,1.06241,12.4813
25,66600,1.01225,7.1714
25,67100,0.879121,6.9238
25,67600,1.08038,14.3849
25,68100,0.659971,30.1261
25,68600,0.900845,4.62371
25,69100,0.97563,3.29399
25,69600,0.968621,2.55194
25,70100,0.921641,2.42205
25,70600,0.755963,19.963
25,71100,0.829662,12.1602
25,71600,0.666941,29.3881
25,72100,1.01295,7.24572
25,72600,0.928595,1.68574
25,73100,1.30651,38.3259
25,73600,1.10681,17.1823
25,74100,0.796073,15.7164
25,74600,1.01666,7.6383
25,75100,0.822876,12.8786
25,75600,0.780278,17.3887
25,76100,1.10736,17.2407
25,76600,0.880104,6.81965
25,77100,0.874397,7.42393
25,77600,1.44794,53.2993
25,78100,0.827234,12.4172
25,78600,0.964924,2.16052
25,79100,0.923312,2.24505
25,79600,1.12925,19.558
25,80100,1.2274,29.9503
25,80600,0.94098,0.374481
25,81100,0.727361,22.9912
25,81600,0.722904,23.4631
25,82100,0.992217,5.05016
25,82600,1.08823,15.2157
25,83100,1.14929,21.6802
25,83600,1.17602,24.5098
25,84100,1.03542,9.62449
25,84600,0.630863,33.2079
25,85100,0.990247,4.84158
25,85600,1.05009,11.1778
25,86100,0.978746,3.62391
25,86600,0.875785,7.27694
25,87100,1.41901,50.2368
25,87600,1.37885,45.9843
25,88100,0.988411,4.64721
25,88600,1.23647,30.91
25,89100,0.945791,0.13489
25,89600,0.909163,3.7431
25,90100,0.997647,5.62508
25,90600,0.77511,17.9358
25,91100,0.80169,15.1217
25,91600,1.01198,7.14215
25,92100,0.853985,9.58504
25,92600,0.940378,0.438236
25,93100,0.754296,20.1395
25,93600,0.930331,1.50193
25,94100,0.835834,11.5067
25,94600,0.95019,0.600634
25,95100,0.738433,21.819
25,95600,0.852103,9.78433
25,96100,1.08151,14.5039
25,96600,1.01775,7.75385
25,97100,0.723223,23.4293
25,97600,0.834641,11.633
25,98100,0.801753,15.115
25,98600,0.968621,2.55194
25,99100,0.963734,2.03452
25,99600,0.846084,10.4215
30,100,0,100
30,600,0,100
30,1100,0,100
30,1600,4.96125,425.268
30,2100,0,100
30,2600,0,100
30,3100,1.28032,35.5531
30,3600,1.1025,16.7263
30,4100,0.968049,2.49139
30,4600,0.862826,8.64898
30,5100,1.55647,64.7901
30,5600,0,100
30,6100,0,100
30,6600,0.601364,36.3311
30,7100,1.11803,18.3703
30,7600,2.61118,176.457
30,8100,0.98,3.75671
30,8600,0.461512,51.1378
30,9100,0,100
30,9600,0,100
30,10100,0.39297,58.3946
30,10600,1.1233,18.9287
30,11100,1.43027,51.4287
30,11600,0.68431,27.5492
30,12100,1.64008,73.6424
30,12600,1.575,66.7519
30,13100,1.81786,92.4647
30,13600,1.75103,85.3888
30,14100,0.281489,70.1975
30,14600,1.90295,101.473
30,15100,1.57709,66.9727
30,15600,0.254423,73.0632
30,16100,1.97217,108.802
30,16600,0.478193,49.3717
30,17100,0.928421,1.70417
30,17600,0.676534,28.3725
30,18100,1.31569,39.2977
30,18600,1.06694,12.9609
30,19100,0.831204,11.9969
30,19600,0.81,14.2419
30,20100,0.592388,37.2814
30,20600,0.96335,1.99386
30,21100,0.376209,60.1692
30,21600,1.47,55.6351
30,22100,1.43674,52.1139
30,22600,1.22934,30.155
30,23100,1.89,100.102
30,23600,1.17725,24.64
30,24100,0.658755,30.2548
30,24600,0.806707,14.5905
30,25100,1.7394,84.1578
30,25600,0.620156,34.3415
30,26100,1.06448,12.7013
30,26600,1.49211,57.9754
30,27100,0.292915,68.9878
30,27600,0.719022,23.8741
30,28100,0.706228,25.2287
30,28600,1.24899,32.2354
30,29100,0.954742,1.08257
30,29600,0.402264,57.4107
30,30100,0.263721,72.0788
30,30600,1.55647,64.7901
30,31100,0.893344,5.41791
30,31600,0.628006,33.5103
30,32100,1.36009,43.9988
30,32600,1.21748,28.9002
30,33100,1.07918,14.2578
30,33600,1.29937,37.5703
30,34100,0.698358,26.0619
30,34600,1.26182,33.5943
30,35100,0.452308,52.1123
30,35600,0.668933,29.1773
30,36100,0.989501,4.76267
30,36600,0.650656,31.1123
30,37100,0.748868,20.7142
30,37600,1.05559,11.7592
30,38100,0.416693,55.883
30,38600,1.23389,30.6367
30,39100,1.1166,18.219
30,39600,0.801818,15.1081
30,40100,0.890798,5.68748
30,40600,0.68431,27.5492
30,41100,0.772555,18.2064
30,41600,1.33572,41.4184
30,42100,1.13131,19.7762
30,42600,0.745352,21.0864
30,43100,1.19715,26.7469
30,43600,0.819289,13.2584
30,44100,0.72,23.7706
30,44600,0.622937,34.047
30,45100,0.440022,53.413
30,45600,0.870395,7.84765
30,46100,0.602668,36.193
30,46600,1.10723,17.2273
30,47100,0.758408,19.7042
30,47600,0.833824,11.7196
30,48100,1.23773,31.0441
30,48600,0.735,22.1825
30,49100,0.565845,40.0916
30,49600,0.960242,1.66485
30,50100,0.950659,0.650226
30,50600,0.941265,0.344341
30,51100,1.24274,31.5741
30,51600,0.53843,42.9941
30,52100,1.21889,29.0487
30,52600,1.2073,27.822
30,53100,0.672712,28.7772
30,53600,1.03668,9.75757
30,54100,0.953734,0.975804
30,54600,0.726923,23.0376
30,55100,0.792359,16.1096
30,55600,1.28493,36.0407
30,56100,0.778235,17.605
30,56600,1.12198,18.7886
30,57100,1.18166,25.1077
30,57600,0.757969,19.7507
30,58100,1.29795,37.4196
30,58600,0.880495,6.77831
30,59100,0.805888,14.6772
30,59600,1.0655,12.8093
30,60100,0.792479,16.0969
30,60600,0.982426,4.01354
30,61100,1.03935,10.0399
30,61600,1.15977,22.79
30,62100,0.958696,1.50113
30,62600,1.14125,20.8285
30,63100,0.629002,33.405
30,63600,0.686462,27.3214
30,64100,0.990702,4.88978
30,64600,0.614396,34.9513
30,65100,0.731613,22.5411
30,65600,0.60503,35.9429
30,66100,1.20091,27.1451
30,66600,1.19189,26.1906
30,67100,0.768957,18.5873
30,67600,1.29169,36.7563
30,68100,0.874229,7.4417
30,68600,1.33071,40.8883
30,69100,0.976454,3.38133
30,69600,1.19754,26.7889
30,70100,0.962525,1.90656
30,70600,0.89949,4.76721
30,71100,0.558228,40.8981
30,71600,1.33039,40.8541
30,72100,0.880777,6.74847
30,72600,1.2574,33.1259
30,73100,0.705841,25.2696
30,73600,0.701046,25.7773
30,74100,0.696316,26.2781
30,74600,0.85126,9.87352
30,75100,0.951292,0.717237
30,75600,1.26,33.4015
30,76100,0.782326,17.1719
30,76600,0.725405,23.1984
30,77100,1.23549,30.8061
30,77600,0.613763,35.0183
30,78100,1.27049,34.5117
30,78600,0.555458,41.1913
30,79100,1.05372,11.5614
30,79600,0.698065,26.0929
30,80100,0.991011,4.92252
30,80600,1.03411,9.48522
30,81100,0.636215,32.6413
30,81600,0.826875,12.4553
30,82100,1.1119,17.7215
30,82600,0.864915,8.42779
30,83100,0.811949,14.0355
30,83600,0.854569,9.52315
30,84100,0.755101,20.0543
30,84600,1.17287,24.1769
30,85100,0.979424,3.69575
30,85600,0.695502,26.3642
30,86100,1.06024,12.2525
30,86600,1.19162,26.1615
30,87100,1.41262,49.5598
30,87600,1.04209,10.3303
30,88100,0.901022,4.60506
30,88600,1.03033,9.08508
30,89100,0.98,3.75671
30,89600,1.01883,7.86761
30,90100,1.10128,16.5968
30,90600,1.0952,15.9533
30,91100,0.87135,7.7465
30,91600,0.649945,31.1876
30,92100,0.603322,36.1237
30,92600,0.600065,36.4686
30,93100,1.27895,35.4075
30,93600,1.1025,16.7263
30,94100,0.970106,2.70922
30,94600,0.964979,2.16636
30,95100,0.876435,7.20811
30,95600,0.954885,1.09768
30,96100,0.826015,12.5464
30,96600,0.862826,8.64898
30,97100,1.06276,12.5189
30,97600,1.01665,7.63696
30,98100,1.09239,15.6554
30,98600,1.20761,27.8544
30,99100,1.00126,6.00774
30,99600,0.836837,11.4005
